loan_id,applicant_name,age,gender,marital_status,dependents,education_level,employment_type,employment_years,annual_income,loan_amount,loan_purpose,loan_term_months,interest_rate,credit_score,property_ownership,loan_status,application_date,debt_to_income_ratio,income_category,loan_status_approved
941,Applicant_941,57,Female,Married,0,High School,Self-Employed,0,1806767.97,622285.12,Home,48,10.57,610,Owned,Approved,2025-11-25 21:51:24.036987,34.44,High,True
942,Applicant_942,29,Male,Married,3,Graduate,Salaried,12,543047.68,612338.01,Auto,60,10.49,678,Owned,Approved,2026-08-18 21:51:24.036990,112.76,High,True
943,Applicant_943,37,Male,Single,2,Graduate,Salaried,1,818890.92,568530.09,Auto,60,6.34,796,Mortgage,Approved,2026-08-02 21:51:24.036994,69.43,High,True
944,Applicant_944,29,Male,Married,3,Graduate,Business Owner,9,667558.06,383272.12,Home,84,4.65,721,Mortgage,Approved,2026-07-11 21:51:24.036997,57.41,High,True
945,Applicant_945,31,Male,Married,1,Post-Graduate,Self-Employed,13,434146.42,523435.83,Home,84,13.95,703,Owned,Approved,2025-09-15 21:51:24.037000,120.57,High,True
946,Applicant_946,35,Male,Divorced,1,Post-Graduate,Business Owner,6,1018434.0,560367.91,Personal,60,9.36,574,Rented,Approved,2026-08-14 21:51:24.037004,55.02,High,True
947,Applicant_947,44,Male,Married,0,High School,Salaried,10,864588.87,677287.21,Home,36,9.89,725,Mortgage,Pending,2026-05-20 21:51:24.037008,78.34,High,False
948,Applicant_948,58,Male,Single,4,Post-Graduate,Self-Employed,8,1214410.92,528071.82,Home,12,10.04,733,Owned,Rejected,2026-02-22 21:51:24.037011,43.48,High,False
949,Applicant_949,55,Male,Married,2,Post-Graduate,Self-Employed,3,1174231.17,1089445.19,Business,48,4.29,701,Owned,Approved,2026-08-16 21:51:24.037015,92.78,High,True
950,Applicant_950,50,Female,Single,4,Graduate,Retired,13,1210283.09,161252.58,Debt Consolidation,24,13.75,697,Owned,Approved,2025-11-22 21:51:24.037018,13.32,High,True
951,Applicant_951,51,Male,Single,1,High School,Salaried,2,482718.65,711253.2,Auto,60,7.09,668,Owned,Rejected,2025-09-21 21:51:24.037022,147.34,High,False
952,Applicant_952,25,Female,Married,2,Graduate,Salaried,6,1106384.32,488451.76,Home,60,11.38,731,Rented,Approved,2025-10-04 21:51:24.037025,44.15,High,True
953,Applicant_953,64,Male,Divorced,2,Graduate,Salaried,10,1116108.6,500600.96,Education,12,13.6,791,Mortgage,Approved,2026-03-14 21:51:24.037029,44.85,High,True
954,Applicant_954,34,Male,Married,1,Under-Graduate,Self-Employed,3,441574.8,272478.78,Debt Consolidation,60,8.78,706,Rented,Approved,2026-04-28 21:51:24.037032,61.71,High,True
955,Applicant_955,31,Male,Married,3,Post-Graduate,Salaried,2,722553.5,785416.11,Personal,36,4.36,602,Rented,Rejected,2026-05-25 21:51:24.037035,108.7,High,False
956,Applicant_956,29,Male,Single,4,Post-Graduate,Retired,4,267555.16,682795.63,Business,48,3.0,608,Owned,Approved,2026-08-03 21:51:24.037039,255.2,High,True
957,Applicant_957,54,Male,Single,3,Post-Graduate,Salaried,13,1117849.05,733418.47,Auto,60,8.37,738,Mortgage,Approved,2026-08-11 21:51:24.037042,65.61,High,True
958,Applicant_958,32,Female,Married,3,Under-Graduate,Student,21,1116008.99,547388.71,Education,48,9.38,602,Mortgage,Approved,2026-07-30 21:51:24.037045,49.05,High,True
959,Applicant_959,55,Male,Married,1,Graduate,Salaried,6,1422145.12,409029.45,Home,48,6.47,696,Mortgage,Approved,2025-10-09 21:51:24.037049,28.76,High,True
960,Applicant_960,55,Female,Married,1,Under-Graduate,Business Owner,8,758480.6,481362.77,Business,24,8.97,652,Mortgage,Approved,2025-09-21 21:51:24.037052,63.46,High,True
961,Applicant_961,21,Female,Married,4,Post-Graduate,Retired,18,1030587.83,621370.38,Business,48,10.01,594,Rented,Approved,2025-10-19 21:51:24.037055,60.29,High,True
962,Applicant_962,60,Male,Single,0,Post-Graduate,Salaried,0,1245094.04,50000.0,Debt Consolidation,60,11.98,746,Rented,Approved,2026-06-17 21:51:24.037059,4.02,High,True
963,Applicant_963,42,Male,Married,3,Post-Graduate,Retired,2,548443.39,744421.2,Auto,84,7.7,736,Owned,Approved,2025-12-01 21:51:24.037062,135.73,High,True
964,Applicant_964,49,Female,Married,3,Graduate,Self-Employed,9,487613.94,1179333.99,Home,48,8.34,571,Rented,Approved,2025-12-21 21:51:24.037066,241.86,High,True
965,Applicant_965,28,Male,Married,2,Under-Graduate,Retired,13,560845.92,634493.81,Education,48,7.87,718,Mortgage,Rejected,2025-11-06 21:51:24.037069,113.13,High,False
966,Applicant_966,31,Male,Married,4,Post-Graduate,Business Owner,15,710281.81,421340.55,Business,60,8.62,706,Owned,Rejected,2026-04-06 21:51:24.037072,59.32,High,False
967,Applicant_967,61,Female,Married,1,Graduate,Salaried,4,501778.26,454854.13,Personal,84,6.7,746,Mortgage,Approved,2025-11-27 21:51:24.037076,90.65,High,True
968,Applicant_968,57,Male,Single,1,Post-Graduate,Salaried,0,578068.92,698111.86,Home,36,6.69,693,Rented,Approved,2026-01-17 21:51:24.037079,120.77,High,True
969,Applicant_969,34,Female,Divorced,0,High School,Salaried,4,1202366.07,427679.17,Auto,48,6.91,794,Owned,Approved,2026-06-14 21:51:24.037083,35.57,High,True
970,Applicant_970,50,Female,Single,1,Post-Graduate,Salaried,2,811461.35,743229.08,Education,60,9.05,669,Owned,Approved,2026-05-18 21:51:24.037086,91.59,High,True
971,Applicant_971,55,Male,Married,1,High School,Salaried,2,972679.35,451240.6,Auto,60,5.53,658,Rented,Rejected,2026-08-08 21:51:24.037089,46.39,High,False
972,Applicant_972,41,Male,Single,1,Graduate,Salaried,11,629713.28,979971.37,Personal,24,6.92,602,Owned,Approved,2026-05-03 21:51:24.037093,155.62,High,True
973,Applicant_973,57,Male,Single,3,Graduate,Self-Employed,0,603453.83,972246.92,Education,60,14.83,605,Owned,Approved,2026-03-07 21:51:24.037096,161.11,High,True
974,Applicant_974,25,Male,Single,4,Graduate,Business Owner,14,964222.36,407552.49,Personal,36,11.64,598,Owned,Rejected,2026-03-08 21:51:24.037100,42.27,High,False
975,Applicant_975,39,Male,Married,0,Post-Graduate,Salaried,4,900424.93,477313.33,Education,48,5.15,697,Owned,Pending,2026-08-24 21:51:24.037104,53.01,High,False
976,Applicant_976,34,Female,Married,1,Graduate,Salaried,7,1161194.67,493736.72,Personal,48,11.53,658,Rented,Approved,2025-09-22 21:51:24.037107,42.52,High,True
977,Applicant_977,46,Male,Married,4,Graduate,Self-Employed,0,1370637.2,497489.43,Auto,84,10.7,706,Owned,Approved,2026-04-02 21:51:24.037110,36.3,High,True
978,Applicant_978,24,Male,Married,0,High School,Salaried,3,573435.12,234719.87,Personal,48,8.14,583,Owned,Approved,2026-05-06 21:51:24.037114,40.93,High,True
979,Applicant_979,45,Female,Married,0,Under-Graduate,Salaried,0,1194473.82,195567.01,Auto,36,6.02,611,Rented,Rejected,2025-10-11 21:51:24.037117,16.37,High,False
980,Applicant_980,62,Female,Married,0,Under-Graduate,Salaried,26,418077.53,849932.12,Education,36,5.62,610,Owned,Rejected,2026-03-14 21:51:24.037121,203.3,High,False
981,Applicant_981,45,Female,Married,2,Graduate,Retired,13,1679511.47,805140.36,Home,84,9.28,850,Rented,Approved,2025-11-01 21:51:24.037124,47.94,High,True
982,Applicant_982,38,Male,Single,0,Graduate,Business Owner,4,535478.38,800305.8,Education,36,5.54,666,Owned,Approved,2026-05-02 21:51:24.037127,149.46,High,True
983,Applicant_983,60,Female,Married,4,Graduate,Salaried,2,1126252.23,480574.06,Auto,48,12.34,674,Rented,Approved,2026-05-20 21:51:24.037131,42.67,High,True
984,Applicant_984,28,Male,Married,1,Under-Graduate,Business Owner,21,415103.86,1029763.3,Auto,36,13.33,673,Owned,Approved,2025-11-27 21:51:24.037134,248.07,High,True
985,Applicant_985,59,Male,Divorced,2,High School,Self-Employed,3,789163.65,493708.69,Debt Consolidation,60,8.35,804,Owned,Approved,2026-03-06 21:51:24.037138,62.56,High,True
986,Applicant_986,60,Male,Divorced,1,Post-Graduate,Business Owner,1,1468293.26,741605.33,Home,48,12.49,550,Owned,Approved,2026-03-22 21:51:24.037140,50.51,High,True
987,Applicant_987,34,Female,Single,2,Graduate,Business Owner,6,522918.34,111185.84,Personal,48,7.06,675,Mortgage,Approved,2026-01-13 21:51:24.037144,21.26,High,True
988,Applicant_988,52,Male,Divorced,2,Post-Graduate,Self-Employed,23,1731674.47,435674.11,Debt Consolidation,48,6.0,550,Owned,Rejected,2026-07-21 21:51:24.037147,25.16,High,False
989,Applicant_989,58,Male,Married,3,Graduate,Salaried,0,847889.76,456370.1,Home,84,12.35,489,Owned,Approved,2026-02-11 21:51:24.037151,53.82,High,True
990,Applicant_990,53,Male,Divorced,3,Graduate,Salaried,2,1240285.02,481663.49,Business,48,14.03,621,Mortgage,Approved,2026-04-14 21:51:24.037154,38.83,High,True
991,Applicant_991,43,Male,Married,2,Post-Graduate,Self-Employed,22,1011177.83,128860.29,Auto,60,15.37,712,Owned,Approved,2026-05-16 21:51:24.037157,12.74,High,True
992,Applicant_992,35,Female,Married,4,Under-Graduate,Student,1,1032816.03,697086.66,Home,84,9.66,616,Mortgage,Rejected,2026-02-16 21:51:24.037161,67.49,High,False
993,Applicant_993,53,Female,Married,3,Graduate,Self-Employed,0,279554.51,788010.89,Auto,84,11.52,711,Owned,Approved,2025-12-21 21:51:24.037164,281.88,High,True
994,Applicant_994,45,Female,Married,3,Graduate,Business Owner,6,660858.88,291719.37,Debt Consolidation,36,9.59,688,Owned,Pending,2026-08-15 21:51:24.037168,44.14,High,False
995,Applicant_995,37,Male,Married,0,High School,Retired,15,1328390.58,178744.38,Home,120,13.41,668,Mortgage,Approved,2026-07-04 21:51:24.037171,13.46,High,True
996,Applicant_996,53,Male,Single,0,Graduate,Salaried,5,712271.52,284696.35,Education,12,10.02,781,Rented,Pending,2025-09-18 21:51:24.037174,39.97,High,False
997,Applicant_997,22,Male,Single,1,Graduate,Business Owner,35,905532.83,638739.63,Education,48,11.32,632,Owned,Rejected,2026-06-04 21:51:24.037178,70.54,High,False
998,Applicant_998,34,Male,Single,2,Graduate,Business Owner,9,231031.15,332951.06,Personal,84,4.53,710,Rented,Approved,2026-05-11 21:51:24.037181,144.12,High,True
999,Applicant_999,60,Male,Married,1,Graduate,Retired,0,634969.22,462461.73,Home,36,7.69,535,Owned,Pending,2026-07-16 21:51:24.037184,72.83,High,False
1000,Applicant_1000,60,Female,Single,1,Graduate,Retired,35,1299215.72,199430.99,Business,36,11.35,687,Rented,Approved,2026-06-18 21:51:24.037188,15.35,High,True
